0,1,2,3,4,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,37,38,39,40,41,43,44,45,46,47,48,51,53,55,56,57,58,59,60,61,62,63,64,65,66,67,68,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,98,99,100,102,103,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,124,125,126,128,129,130,131,132,133,134,135,136,137,138,139,142,143,144,145,146,147,150,151,153,154,155,156,157,158,159,160,161,162,163,165,166,167,168,169,170,171,172,173,175,176,177,180,181,182,183,184,185,187,188,195,196,197,198,200,201,202,203,205,208,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,227,228,238,239,245,247,248,250,251,253,254,255,267,268,269,316,345,358,367,368,385,412,418,419,423,430,431,432,433,438,439,460,468,471,472,473,474,476,480,482,483,484,485,486,487,488,489,496,499,500,510,511,521,542,543,544,546,547,548,549,550,551,555,558,559,560,562,563,564,565,570,571,572,573,578,579,581,582,583,586,587,589,target
2932.61,2559.94,2186.4111,1698.0172,1.5102,95.4878,0.1241,1.4436,0.0041,0.0013,0.9615,202.0179,9.5157,416.7075,9.3144,0.9674,192.7035,12.5404,1.4123,-5447.75,2701.75,-4047.0,-1916.5,1.3122,2.0295,67.1333,2.3333,0.1734,3.5986,84.7569,8.659,50.153,64.1114,65.8389,84.7327,118.6128,14.37,5.434,364.3782,9.8783,131.8027,734.7924,1.2992,141.0845,185.7574,4.486,2936.0,0.9139,0.9447,4.5873,23.8245,364.5364,10.1685,115.6273,11.3019,16.1755,24.2829,710.5095,0.8694,145.8,84.7681,140.6972,485.2665,0.0,-0.0078,-0.0326,-0.0052,0.0213,-0.0054,-0.1134,-0.0182,0.0287,7.1041,0.1362,0.11278318584070797,2.4532,0.988,1685.8514,0.1497,9317.1698,0.0553,0.0006,-0.0013,0.0,0.0002,-0.1427,0.1218,0.0006,0.0134,-0.0026,-0.0301,-0.0728,0.9799925318761384,101.31825282331512,231.81889763205828,0.4684,0.9231,0.0,718.5777,0.9899,58.4808,0.6015,0.9772,6.4527,15.9,2.882,15.95,0.8798,3.094,3.272,-0.1892,0.8194,0.9978,2.2592,998.444,42.0579,89.0,126.4,96.5,45.1001,306.038,8.33,0.0038,0.0754,0.0483,0.0619,0.0221,4.819,8.443,0.0177,8.2054,0.47,0.0497,0.047104347826086954,1039.6507376811596,562.0,788.0,759.0,2100.0,0.187,0.068,2.1,1.4,0.123,0.319,1.0824,0.0369,0.3141,0.5753,0.9677,0.2706,0.326,17.78,0.745,13.31,22.912,0.1959,9.21,17.87,60.11,0.139,5.09,19.75,0.949,16.73,5.09,11.059,22.624,13.3,79.618,0.0339,0.0494,0.0696,0.0406,0.0401,0.084,0.0349,0.0718,2.4266,0.0014,0.00921283185840708,0.0963,0.0152,182.4956,0.0284,839.6006,0.0192,0.017,0.0062,0.004,1.7297233151183968,0.1729,0.0273,104.4042,0.0007,0.0733,0.0063,0.4166,0.0487,29.621,3.9133,5.7247,13.5664,0.0024429203539823004,0.003,0.0037,0.0221,18.0233,0.0,0.0,50.6425,10.3162,29.1663,18.7546,109.5747,60.0,70.9161,32.3594,21.3645,8.3977,148.0287,31.4674,45.5423,13.3923,93.9245,434.2674,151.7665,0.0,190.3869,746.915,74.0741,191.7582,250.1742,18.9849,0.0,0.0,240.7767,244.2748,0.0,0.1096,0.0078,0.0026,0.7942,411.136,74.654,0.1832,16.16,0.85,23.0713,1.5021,0.3718,0.1233,267.064,0.9032,1.1,0.6219,535.0245,2.0293,11.21,0.1882,0.0584,0.0484,82.8602,0.4958,0.0157,0.0584,0.0484,82.8602,1
2994.05,2548.21,2195.1222,1046.1468,1.3204,103.34,0.1223,1.5144,-0.019,0.0013,0.9433,201.7125,11.8566,411.9572,10.2918,0.9664,191.4207,12.4663,1.4195,-2727.5,1400.0,-1976.0,360.5,0.455,0.8847,68.7111,1.9444,0.1656,3.5029,84.7569,8.659,50.153,64.1114,65.8389,84.7327,118.6128,14.37,5.434,366.1545,10.325,120.2818,723.2513,0.9543,138.1345,113.0565,4.647,2891.0,0.9241,0.9425,4.4828,27.8373,364.89,10.6091,108.1191,7.8579,12.1627,16.9061,706.3452,0.8692,144.5955,112.0789,151.5228,466.0817,0.0,0.0035,-0.053,0.0003,-0.0411,-0.0002,-0.0996,0.0011,0.0356,7.4902,0.1355,0.11278318584070797,2.4532,0.9883,1732.2002,0.1669,8476.17,0.042,-0.0028,-0.0021,0.0,0.0001,-0.1401,0.0149,0.0002,-0.0108,-0.0056,-0.0082,-0.0517,0.9799925318761384,101.31825282331512,231.81889763205828,0.4608,0.938,0.0,636.9547,0.9906,58.5394,0.6004,0.9799,6.2058,15.75,3.148,15.71,0.946,3.027,3.299,-0.5677,0.778,1.001,2.3715,993.1274,38.1448,89.0,170.8,146.2,53.0999,380.5909,5.82,0.0037,0.1327,0.0512,0.0517,0.0349,9.66,10.227,0.0183,13.3159,0.46,0.0624,0.047104347826086954,1039.6507376811596,5655.0,2942.0,3967.0,776.0,0.921,3.077,2.2,1.0,0.116,0.107,1.0824,0.0369,0.3141,0.5753,0.9677,0.2706,0.326,16.15,0.323,13.2,23.319,0.0963,3.04,18.95,34.253,4.617,4.07,20.07,0.477,17.24,4.07,6.706,25.579,12.79,118.057,0.0644,0.0527,0.059,0.0667,0.0427,0.0969,0.0215,0.1047,2.3422,0.0035,0.00921283185840708,0.0963,0.0087,68.026,0.0713,1104.5,0.0134,0.0128,0.0049,0.0039,1.7297233151183968,0.058,0.0448,138.0032,0.0011,0.0293,0.0037,0.382,0.0488,19.862,3.6163,5.2778,7.87,0.0024429203539823004,0.0026,0.0024,0.0092,36.3803,269.3851,0.0,81.4734,207.3327,210.1429,200.7591,215.2566,51.4286,70.0671,30.2973,14.6207,9.4525,219.3969,33.4629,39.6661,24.5336,105.3338,0.0,99.4809,0.0,162.1884,0.0,97.2892,0.0,293.8947,42.7355,474.3363,615.015,87.1111,0.0,0.0,0.1096,0.0078,0.0026,0.7517,411.648,74.512,0.2443,17.93,0.89,32.4934,1.3569,0.7213,0.2722,265.922,0.7929,9.26,0.1224,532.1764,1.8715,9.5699,0.2723,0.0355,0.0205,57.8122,0.4925,0.0158,0.0355,0.0205,57.8122,1
2928.84,2479.4,2196.2111,1605.7578,0.9959,97.9156,0.1257,1.469,0.017,-0.0154,0.9445,202.1264,9.1084,419.9018,10.113,0.9673,192.0134,12.5263,1.421,-6097.75,2808.0,-3869.75,752.5,0.9025,1.7695,64.7667,2.0667,0.1603,3.5217,85.4274,9.6234,50.4893,63.9315,66.3322,86.9476,117.419,61.1,3.217,360.7891,9.752,143.8782,749.2445,1.1927,136.8118,213.618,4.636,2865.0,0.9316,0.9433,4.6275,25.0836,362.5064,9.7813,128.9618,9.4424,14.9164,21.6833,727.5613,0.9241,144.17,63.7271,150.36155213454074,468.0204040103493,0.0,-0.0223,-0.0947,0.0051,0.0083,0.0035,-0.0001,-0.0261,0.0223,6.6383,0.132,0.11278318584070797,2.3588,0.9695,1632.312,0.1997,8789.5001,0.0,-0.0045,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,-0.0059,0.0,0.0,0.9799925318761384,101.31825282331512,231.81889763205828,0.4727,0.9359,0.0,725.8145,0.9899,59.5776,0.5985,0.9638,6.304,15.88,2.661,15.86,0.9082,2.78,3.267,-0.5677,0.8038,0.9992,2.2764,997.4308,45.1318,123.0,112.8,150.5,51.7,250.3359,5.54,0.0049,0.1097,0.0966,0.0364,0.0327,4.678,11.597,0.0167,12.3727,0.48,0.0378,0.047104347826086954,1039.6507376811596,2352.0,597.0,295.0,143.0,0.072,0.103,2.3,0.9,0.056,0.08,0.5087,0.2885,0.4343,0.5245,0.8582,0.247,0.226,15.08,0.407,13.48,36.218,0.1409,7.17,23.08,72.888,0.244,2.08,20.73,0.746,13.78,2.08,6.722,41.002,12.1,73.696,0.137,0.0699,0.0775,0.0846,0.0908,0.0375,0.0369,0.0576,3.9528,0.001,0.00921283185840708,0.0732,0.0042,104.4568,0.0535,740.5996,0.0417,0.0328,0.004,0.0072,1.7297233151183968,0.0458,0.0435,53.6078,0.0006,0.0317,0.0177,0.4577,0.035,27.537,4.1301,4.6853,7.958375808538164,0.0024429203539823004,0.0,0.0,0.0097,15.5899,569.2818,236.8442,51.3594,38.5716,21.2607,7.6232,19.0033,43.5484,34.9272,34.1207,8.2922,11.0886,145.9369,13.9444,31.0008,51.7796,115.6431,613.8337,73.812,0.0,0.0,0.0,0.0,141.3793,258.5859,26.8017,935.7644,0.0,67.9406,0.0,0.0,0.1096,0.0078,0.0026,1.299,399.092,75.82,0.8752,14.32,0.43,67.3761,1.0344,0.4385,0.1039,264.188,0.6575,3.32,0.0856,533.7464,2.1865,7.74,0.28,0.037,0.0279,75.5077,0.4987,0.0427,0.037,0.0279,75.5077,1
2963.97,2629.48,2224.6222,947.7739,1.2924,104.8489,0.1197,1.4474,0.0144,-0.0119,0.9582,195.3787,9.7561,422.3675,9.7825,0.9692,185.5963,12.4582,1.4029,-1431.5,619.5,-1025.25,131.75,0.2328,0.439,62.5,2.4222,0.1992,3.4603,85.0922,9.2007,50.1899,64.2199,66.505,88.3312,118.2566,74.57,1.946,354.2945,9.8685,138.28,732.4237,0.8974,137.0027,133.2749,4.558,2887.0,0.9323,0.9586,4.5924,17.6382,353.3127,10.4491,115.9182,10.2273,22.3618,28.1392,704.2846,1.0144,150.1191,78.7486,151.6967,467.6533,0.0,-0.0151,-0.0617,0.004,-0.0549,0.0573,0.0629,-0.016,0.027,7.3445,0.134,0.11278318584070797,2.4704,0.9827,1839.845,1.3861,8651.3099,-0.01,0.0039,-0.0018,-0.0001,0.0,-0.4609,-0.0419,0.0003,-0.032,-0.0041,-0.0362,0.0172,0.9799925318761384,101.31825282331512,231.81889763205828,0.4564,0.9228,0.0,736.1852,0.9692,56.5635,0.5961,0.9638,6.4127,15.77,3.038,15.8,0.8467,2.572,3.171,0.0,0.7661,0.9971,2.3262,998.4607,38.6257,70.0,209.2,197.9,64.0999,295.563,7.99,0.0042,0.0731,0.0999,0.0457,0.0214,7.568,10.272,0.014,5.2769,0.48,0.0493,0.047104347826086954,1039.6507376811596,5726.0,2478.0,4101.0,527.0,0.931,3.069,2.2,1.0,0.108,0.127,0.5969,0.1513,0.3714,0.5896,0.8207,0.1958,0.798,18.54,0.722,7.73,22.958,0.0992,9.59,19.25,32.266,0.355,3.91,15.22,0.491,17.34,3.91,6.281,21.191,7.65,66.817,0.1363,0.061,0.1075,0.0894,0.0873,0.0515,0.0637,0.0864,3.3189,0.0025,0.00921283185840708,0.0884,0.0509,157.0715,0.9851,959.7998,0.0135,0.0123,0.0051,0.0041,1.7297233151183968,0.1785,0.1131,148.298,0.0202,0.0304,0.0181,0.3141,0.0263,38.321,4.23,4.9515,4.6047,0.0024429203539823004,0.0033,0.0017,0.0336,31.185,692.5477,385.4507,77.572,400.0,400.0,400.0,400.0,41.2844,54.2108,24.2101,22.1678,6.1078,169.5462,17.4852,22.3212,15.768,84.8485,901.9024,98.8254,0.0,162.99,152.356,81.9411,398.125,320.2966,71.0696,344.4976,697.8723,125.5385,728.8889,0.0,0.1096,0.0078,0.0026,1.062,399.004,81.434,0.7283,14.17,1.06,68.5814,0.9139,0.1233,0.0267,262.72968315301387,0.6796407264296753,6.44498454404946,0.1456095054095827,532.6446,2.2808,11.42,0.3692,0.0202,0.0289,142.908,0.5077,0.0094,0.0202,0.0289,142.908,1
3032.73,2517.79,2270.2556,1258.4558,1.395,104.8078,0.1207,1.5537,0.022,-0.0027,0.9613,195.3425,10.0002,420.4726,9.4147,0.9692,185.9278,12.4761,1.403,-5612.5,3417.75,-3617.5,514.75,0.9333,1.7835,60.2444,2.2667,0.1976,3.6651,85.0465,8.5762,50.0595,63.8294,66.4424,87.4811,117.7632,74.04,4.768,361.4573,9.9373,147.8655,756.6351,1.2281,140.1191,255.631,4.632,2845.0,0.9231,0.9438,4.5554,-5.5327,363.8591,10.0247,122.3327,9.6391,25.5327,34.0855,722.5495,0.9808,153.6109,110.5151,170.5815,469.2213,0.0,-0.0079,-0.0176,-0.0592,-0.3482,-0.0423,-0.0012,-0.0291,-0.1003,8.0131,0.1362,0.11278318584070797,2.4053,0.9885,1777.3281,0.1825,9100.62,-0.0838,-0.0022,0.0018,0.0002,0.0002,0.6241,0.0065,0.0,0.0572,-0.0066,0.0399,-0.0372,0.9799925318761384,101.31825282331512,231.81889763205828,0.457537676056338,0.9356,0.0,769.1809,0.9911,58.6493,0.5985,0.97,6.2676,15.85,3.263,15.82,0.8987,2.77,3.207,-0.0473,0.7446,1.0,2.3243,1004.8054,39.4139,99.0,188.2,158.7,48.0,180.004,4.94,0.0031,0.1023,0.0634,0.051,0.0194,5.949,15.49,0.0126,5.4413,0.49,0.0725,0.047104347826086954,1039.6507376811596,1653.0,346.0,1216.0,1895.0,0.032,0.076,2.5,1.0,0.106,0.18,0.6997,0.1451,0.2364,0.6485,1.172,0.2528,0.443,19.18,0.212,7.42,20.421,0.1344,3.21,15.2,53.933,0.27,4.9,16.67,1.148,11.45,4.9,5.041,21.303,6.54,68.416,0.0545,0.0817,0.0395,1.2837,0.0283,0.0535,0.0959,0.5522,2.9399,0.0016,0.00921283185840708,0.0423,0.0015,120.1371,0.0516,1253.3994,0.0176,0.0171,0.0059,0.0035,1.7297233151183968,0.053373591549295774,0.0211,123.2961,0.0007,0.04,0.0125,0.3633,0.0351,32.201,2.2894,5.8924,3.637,0.0024429203539823004,0.0055,0.0041,0.01142699530516432,14.3036,288.6739,0.0,59.4889,29.4521,10.1236,33.6144,368.1399,44.1176,53.6558,21.098,88.5639,6.2616,118.7873,19.1911,14.7892,10.2185,61.9065,692.0635,464.8649,66.6667,368.641,66.9031,0.0,329.5533,550.4112,28.2881,813.8728,927.4576,89.7338,0.0,0.0,0.1096,0.0078,0.0026,1.039630298393267,403.54647742922725,75.6798714613619,0.6632564651874522,17.013312930374905,1.2307115531752104,57.746537184391734,0.9208,0.1456,0.0334,263.682,0.5825,2.11,0.1089,531.8418,2.1849,10.26,0.4839,0.021614563106796117,0.016829449838187703,97.93437297734629,0.5015,0.0105,0.0184,0.0151,82.0989,0
3040.34,2501.16,2207.3889,962.5317,1.2043,104.0311,0.121,1.5481,-0.0367,0.0014,0.9634,196.2746,8.4061,409.1399,9.847,0.9701,186.4275,12.5222,1.4208,-5575.25,2755.5,-4149.25,-1533.5,1.333,1.9803,66.2,2.9556,0.2366,3.3769,85.3498,8.6397,50.6324,64.1999,65.349,86.7217,117.674,4.138,0.2003,361.8609,9.9501,143.0718,749.7516,1.2123,141.7482,257.9247,4.632,2845.0,0.9231,0.9438,4.5554,0.4836,361.5118,10.2084,123.5555,11.7073,19.5164,26.2174,723.5343,0.9488,149.9064,111.8165,166.6571,468.3165,0.0,0.0204,-0.0132,0.0251,0.0022,-0.0156,-0.0011,-0.0344,-0.0095,6.8241,0.1284,0.11278318584070797,2.432,0.968,1773.5327,0.214,9242.01,-0.0142,0.0011,-0.0002,0.0001,0.0002,0.1452,0.0372,0.0003,0.0373,-0.0052,0.1023,0.0718,0.9799925318761384,101.31825282331512,231.81889763205828,0.457537676056338,0.9397,0.0,790.0665,0.9904,59.4838,0.6005,0.9672,6.306,15.87,3.15,15.84,1.045,2.582,3.555,-0.4258,0.7785,0.9997,2.3122,1006.4594,38.0592,92.0,63.7,28.9,74.7,416.4299,6.11,0.0053,0.085,0.0518,0.0612,0.0212,5.292,19.587,0.0142,13.4348,0.45,0.0776,0.047104347826086954,1039.6507376811596,1036.0,644.0,3818.0,5475.0,0.109,0.065,2.6,1.2,0.147,0.325,0.8505,0.1437,0.3962,0.6196,0.9807,0.1998,0.196,22.15,0.426,9.67,20.564,0.1215,4.14,16.88,52.72,0.27,5.3,20.21,0.44,17.69,5.3,6.797,21.532,5.95,82.523,0.0622,0.0479,0.0772,0.1055,0.0474,0.0886,0.0494,0.0384,5.9548,0.0018,0.00921283185840708,0.0945,0.0097,200.167,0.0523,765.2998,0.0196,0.0158,0.0053,0.0052,1.7297233151183968,0.053373591549295774,0.0179,74.1862,0.0013,0.0273,0.0173,0.3696,0.0322,36.442,2.3222,6.8608,5.4768,0.0024429203539823004,0.0043,0.0035,0.01142699530516432,43.264,141.1685,0.0,62.9543,18.5821,23.3714,92.0166,357.0264,40.6015,62.1419,20.4401,0.0,7.2194,151.1028,27.1567,25.9254,13.6881,73.8022,304.7152,362.1928,307.5697,0.0,303.9679,0.0,143.5004,404.2105,24.4635,0.0,0.0,102.9126,0.0,0.0,0.1096,0.0078,0.0026,1.7396,407.208,74.534,0.3801,14.63,1.48,21.8473,0.9553,0.6392,0.1103,263.066,0.5564,3.47,0.091,532.2673,2.282,6.0,0.3148,0.021614563106796117,0.016829449838187703,97.93437297734629,0.4948,0.0117,0.0184,0.0151,82.0989,0
2884.74,2514.54,2160.3667,899.9488,1.4022,105.4978,0.124,1.5585,-0.0317,-0.0138,0.9638,196.1842,11.6229,434.7942,8.8407,0.9696,187.3435,12.4761,1.429,-2664.25,1542.0,-2069.0,-112.25,0.4425,0.8915,62.5,2.0667,0.1874,3.4744,85.0922,9.2007,50.1899,64.2199,66.505,88.3312,118.2566,74.57,1.946,356.2155,9.7725,140.5218,737.734,1.2401,137.3727,207.6625,4.558,2887.0,0.9323,0.9586,4.5924,18.3936,355.0636,10.167,118.9155,13.1691,21.6064,29.3176,708.4164,0.9004,146.9618,80.3773,153.3345,467.6064,0.0,-0.0665,-0.0748,-0.0026,-0.0613,0.0405,-0.0906,-0.0162,0.0225,6.8634,0.135,0.11278318584070797,2.4107,0.9663,1843.7237,0.1624,8621.49,0.0,-0.0018,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,-0.0108,0.0,0.0,0.9799925318761384,101.31825282331512,231.81889763205828,0.4689,0.9496,0.0,762.9077,0.9643,56.8545,0.5865,0.9702,6.2733,15.96,3.034,16.03,0.9838,2.671,3.192,-0.4731,0.8093,0.9949,2.2936,1010.834,38.9435,100.0,133.7,136.5,77.9001,205.346,10.2,0.0049,0.1067,0.0421,0.0598,0.0203,6.161,16.081,0.0149,11.0972,0.49,0.033,0.047104347826086954,1039.6507376811596,5665.0,3623.0,4429.0,1045.0,0.915,3.043,3.4,1.4,0.117,0.107,0.5969,0.1513,0.3714,0.5896,0.8207,0.1958,0.798,19.27,0.568,5.63,23.538,0.117,4.54,16.0,53.795,0.355,3.34,16.58,0.893,16.72,3.34,5.553,25.702,6.28,109.351,0.1312,0.0373,0.0732,0.0593,0.0738,0.1285,0.0859,0.082,5.3001,0.0022,0.00921283185840708,0.0936,0.0064,87.8372,0.0354,854.9004,0.0229,0.0258,0.0065,0.0044,1.7297233151183968,0.2587,0.0152,102.3936,0.0205,0.0431,0.0195,0.2749,0.0395,30.671,3.591,5.1588,5.6482,0.0024429203539823004,0.0,0.0,0.0344,22.8175,132.8862,433.3333,53.0074,212.6302,234.9546,214.0648,930.9577,67.7419,62.4185,25.905,18.1585,5.8277,126.964,15.4584,18.9409,36.3944,136.0472,197.3489,49.8663,0.0,96.6979,182.2785,141.7931,531.0665,364.04,21.7883,0.0,893.5065,60.1156,0.0,0.0,0.1096,0.0078,0.0026,0.7404,400.572,74.558,0.4691,15.91,0.91,63.3533,0.9643,0.1567,0.0348,262.72968315301387,0.6796407264296753,6.44498454404946,0.1456095054095827,536.0054,1.9902,8.76,0.1682,0.0098,0.0213,216.8869,0.4982,0.0099,0.0098,0.0213,216.8869,1
2979.74,2446.56,2257.1667,1437.9565,1.4918,106.34,0.1203,1.5136,0.0018,0.0058,0.958,205.9919,10.6611,413.1526,9.747,0.9559,196.2449,12.4222,1.4095,-2706.0,1445.75,-1975.75,533.75,0.4515,0.8895,67.0333,2.4333,0.2022,3.5182,85.0716,8.6942,50.5287,64.3976,65.9335,86.8448,118.0626,76.33,2.325,361.2073,10.0267,126.8355,726.0669,1.3413,145.3945,203.7696,4.641,2864.0,0.9326,0.9509,4.6879,2.9964,358.7745,10.572,109.8318,16.7209,17.0036,24.7224,701.3445,1.0265,148.11,99.9869,148.5884,468.128,0.0,-0.038,-0.0188,-0.0449,-0.0338,0.0064,0.0137,-0.0219,-0.0038,7.1955,0.1396,0.11278318584070797,2.3986,0.97,1859.2332,0.1502,8753.19,0.1484,0.0,-0.0003,-0.0001,0.0001,-0.0184,-0.0632,-0.0002,-0.0457,-0.0071,0.0912,0.0466,0.9799925318761384,101.31825282331512,231.81889763205828,0.457537676056338,0.9466,0.0,771.7826,0.9906,59.1446,0.6096,0.9674,6.2968,15.98,3.421,16.01,0.9365,2.685,2.945,-0.615,0.7839,0.9963,2.2931,1013.0161,36.1585,95.0,158.2,148.8,55.1001,339.527,8.54,0.0032,0.0992,0.0932,0.0815,0.0231,9.437,5.94,0.0214,7.5591,0.55,0.0664,0.047104347826086954,1039.6507376811596,5913.0,3301.0,4229.0,1180.0,0.95,3.217,1.5,0.8,0.078,0.136,0.9265,0.1267,0.3082,0.4491,0.9837,0.1432,0.353,14.56,0.634,5.36,21.843,0.1081,6.39,12.16,36.998,0.238,4.84,16.42,0.385,11.35,4.84,4.859,19.516,10.08,59.658,0.0403,0.0417,0.041,0.0213,0.0372,0.0902,0.0849,0.095,1.9161,0.003,0.00921283185840708,0.129,0.008,144.4434,0.0231,739.1006,0.0189,0.013,0.0047,0.0014,1.7297233151183968,0.053373591549295774,0.0271,65.6326,0.0005,0.0208,0.0192,0.3481,0.0236,32.355,2.9999,5.196,4.4406,0.0024429203539823004,0.0024,0.0023,0.01142699530516432,23.6118,0.0,0.0,88.5181,218.5144,228.3244,214.0453,221.0773,32.8767,38.5714,18.1568,161.5291,4.8438,67.879,28.4645,19.6543,11.383,59.6658,106.1399,221.2202,91.3649,62.9247,583.5294,657.1949,387.2292,0.0,15.3589,0.0,0.0,65.8494,164.7059,0.0,0.1096,0.0078,0.0026,0.6373,411.606,73.706,0.6357,20.63,0.56,99.7429,0.9707,0.4962,0.0792,259.544,0.7376,4.87,0.1832,532.6318,2.253,9.25,0.2794,0.021614563106796117,0.016829449838187703,97.93437297734629,0.5012,0.0336,0.0288,0.0361,125.06,0
3067.35,2456.33,2257.1667,1437.9565,1.4918,106.34,0.1203,1.486,-0.0019,-0.0056,0.9587,206.4033,14.8136,419.0913,9.8198,0.9567,196.5835,12.4222,1.4051,-5611.75,2736.25,-4712.25,-1822.5,1.2977,2.0137,68.0333,2.3111,0.1942,3.3839,84.9052,9.7997,50.6596,64.2828,64.9193,87.5241,118.1188,78.25,2.773,350.2682,10.2083,129.7482,720.3336,1.3832,143.4855,229.5932,4.567,2856.0,0.9324,0.9465,4.5894,-6.9155,348.6018,10.8767,102.8327,19.5391,26.9155,34.5361,685.7975,0.9592,152.5282,110.3976,140.894,463.0687,0.0,-0.0227,-0.0702,0.0002,-0.0241,0.0055,-0.0023,-0.0387,0.0377,7.4259,0.13310790996784566,0.11278318584070797,2.4324,0.9578,1879.3624,0.1732,9381.19,0.0829,0.0023,0.0,-0.0002,0.0001,-0.3757,-0.0521,-0.0002,-0.0047,-0.0062,0.0898,0.0923,0.9799925318761384,101.31825282331512,231.81889763205828,0.457537676056338,0.9351,0.0,748.729,0.9907,58.7381,0.5981,0.9759,6.391,15.98,3.421,16.01,0.9365,2.685,2.945,-0.615,0.7839,0.9963,2.2931,1013.0161,36.1585,70.0,197.4,179.4,55.1001,339.527,8.54,0.0032,0.0623,0.0901,0.0448,0.0227,12.656,5.072,0.0213,6.8521,0.55,0.0273,0.047104347826086954,1039.6507376811596,542.0,647.0,2982.0,1748.0,0.148,0.207,2.7,1.2,0.133,0.301,1.0498,0.1917,0.4115,0.6582,1.0181,0.2315,0.325,17.88,0.286,9.52,34.018,0.1131,3.7,25.5,35.488,0.238,5.3,18.15,0.216,19.84,5.3,8.0851,28.83,3.24,80.679,0.0488,0.1774,0.0963,0.071,0.076,0.0942,0.0445,0.0796,3.5852,0.0032540192926045017,0.00921283185840708,0.0811,0.0211,111.3529,0.1243,1129.2002,0.0155,0.0113,0.003,0.0034,1.7297233151183968,0.053373591549295774,0.0215,115.4689,0.0009,0.0295,0.0102,0.2346,0.0236,32.355,2.9999,5.45,5.7269,0.0024429203539823004,0.004,0.003,0.01142699530516432,23.6118,0.0,793.7984,85.4348,9.6583,23.6455,63.2819,95.9122,51.9231,68.4783,15.4569,76.6399,7.1962,101.5401,19.6913,23.4105,15.2357,73.0804,214.9188,252.7066,0.0,294.6058,0.0,0.0,115.0614,211.0007,71.7855,664.8794,0.0,48.0962,485.7143,0.0,0.1096,0.0078,0.0026,1.039630298393267,403.54647742922725,75.6798714613619,0.6632564651874522,17.013312930374905,1.2307115531752104,57.746537184391734,0.9208,0.1456,0.0334,259.91,0.7323,7.12,0.2233,530.4545,2.3075,5.4,0.4222,0.021614563106796117,0.016829449838187703,97.93437297734629,0.5006,0.0083,0.0288,0.0361,125.06,0
