col0,col2,col5,col414,col462,col500
20.4546467389865,39.8118922391184,17.1167932716193,14.4470619464956,18.5824720475554,1
16.1752254461845,27.4710172278915,15.0390821613115,13.6171723323711,9.04039130733692,0
10.577211680538,24.6213877127776,8.75469227502777,10.8339539288012,4.63725341992315,0
26.2992059591802,51.7259337210708,33.2007019648865,42.8750877469436,7.9208834916079,1
23.193955168834,37.7802895554531,15.9703480562017,12.322514914031,9.5825528986372,1
24.8875112350124,47.5592941237174,21.6674947190237,17.3673438454766,22.9505748209078,0
4.42667606247377,9.36101575097885,2.99327033454697,2.0937144429472,3.4522274401252,1
19.0445447723522,35.3602809063677,21.3340518971929,22.8368277502044,10.3086922664217,1
9.8558353474514,18.3280121808873,5.52679415999621,3.95883436170841,4.95926649879343,0
9.26041927234612,22.2405939993751,8.43575606303935,9.77464515353944,3.45841026778052,0
19.3995531013597,42.2590935205955,18.0636460894957,17.8629671776033,12.8072641498811,0
10.4164849444996,18.968890933913,5.45923857228445,4.37540462134565,3.09026316266784,0
9.01985446129786,23.5434868447087,11.6348430537555,17.4709798439008,2.84967248139889,0
11.1091020773261,17.4887905435709,7.67032361735037,4.13726728098344,7.44803548299384,0
14.6811664852136,27.5464098218097,7.48255727829528,7.72931928297608,4.86337590218194,0
16.8805894861983,27.5932978304173,17.1583066161235,19.2023064269269,5.16417677552647,1
11.0751673485892,20.2471586772704,10.335288941255,10.0267710974366,6.85738496973421,0
22.6721373598321,43.1356340450233,19.0833162392514,17.2989560241654,19.7062899547437,1
20.5677813985321,35.0594999519591,15.4646952354822,9.83996571137214,11.356386834155,0
10.4867876351535,24.3523874564346,11.4070396920567,13.7120448129938,9.43592340412756,1
19.3025097202494,32.8204850554526,15.9003159494374,14.6857624158933,10.5787871031013,0
18.7646149602084,34.5025677821803,12.5849581026022,9.60074447444402,11.3188412973774,1
13.7316005615939,23.7348063068382,12.0346828870474,7.30565885104928,7.23515754593721,1
8.55389870380689,20.6086007133913,8.54546200453931,11.0511603681699,6.1710862241222,1
14.498487939874,25.3079397757104,10.4475409206375,6.05137576287114,13.0413507056237,1
29.2480300839531,52.8804040761019,21.1101412168216,11.8754334312832,28.8964760068136,1
7.61175552491686,16.7278720440305,5.74949910470414,5.32080605870904,2.34315641937853,0
10.5112166764844,17.3262534088828,8.40363444323774,5.67691001551918,7.74901056291792,0
12.6907117703648,22.6837492609764,9.49605580240499,5.12078296299743,7.67850373719891,0
11.8979870559965,22.4077722527016,9.44129270429791,11.2681701115357,7.19994678794326,0
21.2734974324732,36.8856905009446,10.4320794066514,6.05571861228632,10.1653245387642,1
10.5304472203227,23.7753234355463,11.6329353386908,10.9549322447415,8.27983212456043,1
18.6940980737283,29.1069365946569,14.3741384227573,12.509688405058,5.56398384487062,0
13.8984161996949,27.3577448736348,12.2240659105826,12.307532901274,6.25055695587715,0
8.78128591418627,13.4493604364331,5.24952619595325,4.78801472109485,6.59123488677,0
18.3432060991952,29.8846210154317,10.7175945629181,7.67953374391837,14.033632820874,1
18.4734235717194,36.09677361221,15.1309774736386,15.9396047108135,8.98746103196328,1
19.861966700632,39.8617355853314,18.5980061509832,17.9794436644283,13.5490543392146,1
11.4052211778954,23.2985140745176,9.46411005636057,11.5091638699906,6.75812224975707,0
9.51092203116944,15.6188074245692,7.01376181675227,5.06086707662416,6.16932723270217,0
14.9483719346761,24.7935003542414,9.16537121419504,6.84947286562291,7.6315488682915,0
14.931250618537,38.6500359562457,18.108414483444,27.1746572993168,3.45813857323667,1
12.799168936423,17.2267431078406,7.58406378794553,3.98318417000889,3.16321846920189,1
13.1555046001204,27.8954272174648,10.8822487447494,12.1667594579522,5.19078049919697,1
12.9770949806076,26.3013954709987,6.68251424739696,5.68101171926431,7.64829840985307,1
18.3823367365176,30.9182521868388,12.2325111928327,8.47598555087775,16.2544627613433,1
10.6549803032628,21.1234392929844,8.93332254944803,9.81114928368559,8.96878128479792,0
12.8093507547523,34.900396297489,17.8527894915408,25.5122048224969,3.6714281876973,1
14.5026452409991,24.2361445288813,11.61928178682,12.2667558002044,7.5792519106608,0
12.1345871791227,29.7471149770657,8.1699375709689,8.87124293370437,11.5463852740954,1
16.4397323550775,23.9548251839992,10.1269651394226,7.42238206831484,12.0809797755123,1
15.8588939079074,27.832493600383,12.3766297777822,8.33136967862223,17.2640301778998,1
8.31096452247208,14.4972047469766,7.119495701296,5.48010151377388,3.3176632397699,0
9.61165945778103,18.3504521839002,6.53666630050021,6.57632162643964,6.17384345687889,0
18.7505669581814,40.3329484905585,20.234975455608,21.2075428272985,16.0059523112323,1
25.3189325133627,43.432149905997,15.6674660220069,10.2898911243478,20.2908893124317,1
9.74777306739861,21.8864716452671,8.1192881681678,8.79099356516327,6.83066871084365,0
9.62550544855594,17.0804217675475,8.61653930392523,9.01266774246319,3.8025034648382,0
17.1564758276509,30.0312420668551,12.5710097129603,8.05040933419526,11.3100498482914,1
16.7003546954118,26.585146417662,10.0250307056229,6.78488160705196,10.0861235708717,0
13.7149542268089,27.6078293502625,13.1743438251575,13.4064628324759,9.90270688568576,1
23.8176027371596,32.7842731700104,20.103573850077,17.1210437809314,13.9368286581745,0
19.2317380615982,33.786314366016,13.741706842472,9.11531613970222,16.6820383743217,1
7.05097499633647,13.5336943626001,3.81817298584325,2.59819341740532,2.73565838187508,0
11.7769606563762,19.2712210736197,9.4629993241595,7.59516858556708,6.11366492234426,1
8.50766903800613,23.4154055314122,9.63824913531581,14.3777015708272,3.40162921527282,0
12.7241150006604,22.8390640282452,8.10105152433614,6.11326522837631,8.49395791167603,0
17.5482610814577,29.351478852611,12.9765471767163,11.8492723801672,8.32945830406731,0
9.86547909948223,24.037570451147,8.90489347434349,9.75862297473254,4.03823598841741,0
14.9705225271263,26.2635346749622,11.9631603347367,11.9525666756452,8.71715413875377,0
11.9433450861262,20.6868339586474,9.62964645662408,6.28080448853315,4.75739450828586,0
19.990719662831,29.695313304444,15.4256408466911,7.99453406135526,16.9269089371949,0
9.36396061872871,22.4259125653437,6.65584274774157,7.52162271641954,5.77838547720565,0
14.2911957591202,23.1420786617468,9.9481090903722,7.00422064540299,7.77962126497093,0
12.8102783864859,19.9469129298702,8.04453122853006,6.72033240077166,9.06298360809017,1
13.6473138103723,22.3626074070566,8.47570879556398,6.36258654006706,11.6117551474318,0
21.8135214849531,39.6312256770299,21.1470485504618,20.5064215507476,10.9543300071234,1
11.6661355406296,21.5581809681672,8.66266733064788,7.33805101851648,11.1666437844672,1
17.3424682488008,29.3210875794838,11.589525104368,5.64758686447112,15.0772811612556,1
14.9460350120897,26.4167471686809,11.7937701054503,9.47774402096305,14.1511610845103,0
14.4802266111617,24.9713065162341,13.7746640916572,11.3807789886033,11.7331008047971,0
12.1639064105239,25.2652610506469,9.42763436665217,7.70853829068564,8.69928454377081,0
10.9653457116068,22.588704110877,8.43153733699092,5.01271445547994,4.63759546449396,0
13.4304654098966,22.0616400195542,7.2158701251965,4.78199532177569,8.61239365022615,0
9.91072102473844,19.9467976365234,5.5733444183854,3.10802419752423,8.88038957425578,0
11.592171497416,19.2882184463039,8.8744958306187,8.20808412435747,8.89616410848253,1
13.4504972796719,29.0925267566108,10.5746137968547,11.5132256009994,2.21690913891392,1
15.3650344965167,26.0554510822771,11.0566778604697,10.5628158893012,7.88476767816706,0
6.19867497218337,15.6322897075892,3.36958379109643,5.10177499375338,7.47964342002127,1
14.595514947177,29.3163806429737,13.910533858917,12.4114584778247,13.3785707728716,0
15.9930928537183,28.4872510675264,14.182893555083,13.4957367055722,11.5994051396988,1
10.8881732558989,19.4040394566629,8.79014050530005,6.20719305445547,10.0064813146097,0
14.3672623829092,27.2042713600222,12.9895028125956,14.1660077798324,9.70772070680083,1
17.0007117684861,29.2690292172444,10.9201071841613,5.39611894019766,16.3061224102599,1
20.5220706078165,35.1443280219583,15.2912429395557,12.6557210449746,11.6739897583943,1
13.7177502721028,25.3199404638238,10.1807857316619,6.91685904555909,13.2359293449406,0
17.8847248408318,29.5561233520267,11.8817288792569,7.15900551133042,13.4230029353895,0
17.3033156456947,29.1138475992895,14.0381173939324,13.4962765222462,8.29257312691754,1
24.6229659356265,41.5578167309019,18.9067655364323,14.3832828186257,20.2185623615287,1
17.4505342265639,30.2133588130927,11.1226386093632,8.03614717547228,8.09013282950178,1
24.8732477128675,46.986098958438,22.787561837426,23.4289547628238,16.8542118839928,1
10.5187336984966,24.8211176586245,5.39476691288321,7.59043354426895,4.9541158924879,0
13.5842893191331,22.743736411468,10.8677066294384,7.19786813691856,8.10057727806844,1
18.1553167958551,32.5936735247372,15.051262387049,12.1273887800835,12.0487715120983,0
18.135435998996,39.3419523261373,21.348254711452,26.5776946431278,12.8054773075871,1
11.7455717765009,21.2366861448368,9.00215472365845,7.56389819719077,10.3021478483947,0
21.4653523916229,44.6505222478222,14.6704353449614,15.8279386393567,11.9823007087254,1
18.8435574217587,33.0490958855327,12.8948664209941,4.36030543546517,9.90021378406887,0
18.8196224975607,27.0786170936439,10.7602097328559,7.40733050628224,4.60940302385492,0
9.12474190498016,15.258963890796,4.31805878305432,4.3472942693185,2.57438703003414,0
23.8739108228108,37.4660269102206,14.6702323342519,10.4450858212483,12.719104643171,1
11.1270313672284,20.012243626209,8.68029630696237,8.50677029846076,6.8490447718155,0
14.9737463162847,19.1882213766166,9.20387199908261,8.6909221582651,2.51996325066377,0
14.6146466474003,24.6898067984578,12.5061562980097,7.99706804261806,16.0641690228151,1
24.3333686740501,31.9607105648598,15.4588793892621,3.52820237060224,23.3338010041767,1
16.44779629295,35.2274166779834,19.6906937694953,20.3202818116034,10.4336546438452,1
16.5620023823021,29.5171359134662,11.885855926236,8.25015030565443,16.5206279549428,1
14.7583524470365,36.0976640988109,14.0096814005327,15.9897310919105,8.49877847902144,1
10.834001759751,23.6806642361686,12.045368187394,15.8111910602506,5.79031444294008,0
18.8986119011129,25.3946917282413,11.3364391068744,3.90821237870684,13.9774110805419,0
19.0335226455061,31.5310748273235,9.02888590030253,6.72892732004867,10.2183186034343,1
18.6456548770383,33.7538192206531,17.5468152795205,15.38116565375,17.1226243525763,1
21.1422185740922,35.3450323628977,16.090365313124,11.2679376438304,13.6641377300226,1
19.2054377006567,33.082928585259,17.3186033976733,13.6278882123954,14.3346442515077,1
22.7400003295579,42.2672689911458,14.006152629212,8.59527021933701,16.0182925553098,0
21.7037023407733,31.3778134657068,16.3922383229293,10.089936535162,22.6002956675012,1
16.9620204816042,29.0320773365345,11.7686075668586,8.81899521234423,12.0663344538718,0
20.1440875182485,41.7935609346867,12.6467820624855,10.5125649443868,18.5493322838383,0
14.9354584891099,25.0973282528959,10.7794683948129,6.44920775863562,10.1124890310244,0
20.4038792627739,24.5205724773029,12.0584539536776,7.80861603159834,9.24541083218667,1
17.5561878133854,34.7695876278557,13.8504001445754,14.4805918271726,9.08075426037356,1
19.9270874439982,39.4807846517595,21.7830679467212,23.1760053172676,14.4255682373225,1
19.0918393603128,32.1239202839579,17.15166564546,16.9143738682999,15.411680254934,1
10.9550876812886,19.3087719711907,9.38883470684232,4.26357015909464,7.34228973628845,0
19.4619501397668,26.2182328129171,13.4166821761519,7.67350846562025,12.8614659182725,0
20.4218828212951,32.3189921067992,15.4986456236992,6.67550138113454,18.3147116165233,1
12.0398049060795,23.944299569793,11.7558545294542,11.6329256185388,8.93940050123863,0
20.6289346047018,27.3696350604821,14.4161185267209,10.9531473553433,11.7044726180168,0
15.439506226258,25.5706230591071,10.6887458511517,5.6010307906918,13.9725235163864,1
8.86117995411987,17.1137037357997,7.67912471124868,6.52572369048755,5.86171523557108,0
15.2743557062362,24.9509749476578,10.8894895773876,6.16248338264078,14.6263508177679,0
16.0739183616102,34.4949523362506,16.4007464503308,19.004376601517,10.6479139437227,0
11.099668851756,21.4653439027427,9.13951649228045,8.93747939210794,4.62373611506292,1
17.6175382103259,26.8982169912223,9.09618645568272,6.15191285274915,7.89307450055648,0
21.5817866739807,35.3006301973173,12.241268093948,5.22017845444126,18.8654522031447,1
7.02864356844392,20.0234693005096,7.02129746017136,9.83516915032684,4.07401999075359,0
15.0033806818425,28.0200555456617,13.983161782149,13.5115845546625,9.03814803937913,1
18.8290814887451,32.470260798848,12.1055858753387,9.44737735044109,15.3842709966763,1
13.0678913512818,22.0054419221477,13.1460299478477,13.2564986102224,6.92044498489673,1
11.6585200937684,22.0098133391743,9.39657524347193,8.69521527407995,7.42043381717556,0
13.1126621571096,25.9237876286405,8.23165251839877,7.25030130156084,8.26002548156961,0
